username,comment,commentDate,comments,label
kyy.fdy,Alhamdulillah..,2024-03-20T15:54:10.000Z,Alhamdulillah..',POSITIVE
istiqomatuss_,@tagh_thung140,2024-03-20T20:35:06.000Z,b'@tagh_thung140',POSITIVE
dlakmedown,Abah nangis di pojokan,2024-03-20T16:22:18.000Z,b'Dad crying in the corner',NEGATIVE
ranioktaviarizal,"MENYALA PRESIDEN KUUU!!! Anak abah  yang  sabar ya, semangat ngobrol sama lukisannya🥰",2024-03-20T15:56:55.000Z,"b'TURN ON THE PRESIDENT KUUU!!! Dad's patient son, enthusiastic about chatting with his paintings'",POSITIVE
hitamaknye_rinasabrina,Menang curang bangga lagi 😢,2024-03-20T20:05:43.000Z,b'Win cheat proud again',NEGATIVE
topaziano,yang komenanya nyinyir kalian menunjukan kualitas diri kalian masing-masing😂😂😂,2024-03-20T20:37:36.000Z,b'whose sarcastic comments show the quality of each of you',NEGATIVE
alizaazil,yaampun  tidak  rela ada foto baby nepo di ruangan😭,2024-03-20T20:34:07.000Z,"Oh my gosh, I don't want to have a photo of baby nepo in the room'",NEGATIVE
feri212fernando,Kemaren yang bilang 2 putaran rupanya cuma 2 Provinsi yang menang.😂😂😂😂😂😂,2024-03-20T18:23:27.000Z,b'Yesterday what said 2 rounds apparently only 2 Provinces won.',NEGATIVE
jeje_kosok,",",2024-03-20T18:23:05.000Z,"b','",NEGATIVE
zaharani.na,awas ada yang tantrum 😂,2024-03-20T15:50:19.000Z,watch out for someone having a tantrum',NEGATIVE
thesimplylala,Yg butuh BOWTI >>> @lukmanulhrambe,2024-03-20T20:30:38.000Z,Those who need STONES >>> @lukmanulhrambe',NEGATIVE
acci_zeroo,Buzzer rame  ini  Yee ngata2in Paslon lain. Padahal udah menang👏 gercep emang buzzer 02,2024-03-20T16:49:05.000Z,b'Buzzer rame this Yee ngata2in other Paslon. Even though I already won the buzzer 02',NEGATIVE
pecak_toge,"Miris,,, kritis dikit dikatain pendukung 01 02 payah😂",2024-03-20T20:20:16.000Z,"b'Sad,,, a little critical, what supporters say 01 02 sucks'",NEGATIVE
farhnjulian_,"KU KIRA 2 PUTARAN TERNYATA CUMA 2 PROVINSI🤣 ILMU TOKEN, SEMAKIN SEDIKIT SEMAKIN BERISIK.",2024-03-20T17:28:08.000Z,"b'I THOUGHT 2 ROUNDS WAS JUST 2 TOKEN SCIENCE PROVINCES, THE FEWER THE MORE THE NOISY.'",NEGATIVE
ridho_alatas56,"2019 pilih prabawo kalah, 2024  tidak  pilih prabowo menang",2024-03-20T16:41:29.000Z,"b'2019 choose Prabawo to lose, 2024 don't choose Prabowo to win'",NEGATIVE
baiq_azwani,Menyala presidenku🔥,2024-03-20T18:39:56.000Z,b'Lighting up my president',POSITIVE
fiqiih_echo,Menyalaa abangkuuuhhh 🔥 @gibran_rakabuming,2024-03-20T15:41:56.000Z,b'It's lit my brotheruuhhh @gibran_rakabuming',POSITIVE
ayndadw,Menyalaaa abangku 🔥🔥🔥,2024-03-20T19:31:35.000Z,b'Lighting up my brother',POSITIVE
nottttzahraaaa,😍😍😍😍😍,2024-03-20T16:53:59.000Z,b'',POSITIVE
shima_fahira,Kukira 2 putaran ternyata 2 provinsi 😭🙈 @yoga_dote @mitahes__ ✌🏻,2024-03-20T19:31:02.000Z,b'I thought 2 rounds turned out to be 2 provinces @yoga_dote @mitahes__ ',NEGATIVE
aprilliayn,Wohoooo🙌🔥❤,2024-03-20T19:23:27.000Z,b'Wohoooo',NEGATIVE
dtznnn,jangan lupa habis ini siapa yang jadi tersangkaaa,2024-03-20T16:50:53.000Z,b'don't forget at the end of the day who is the suspect?,POSITIVE
khonsahilyatulaulia,"Alhamdulillah, semoga amanah. Kami tetap dalam perjuangan🤍🤍",2024-03-20T15:38:30.000Z,"b'Alhamdulillah, may you trust. We are still in the fight'",POSITIVE
meinaannisa,Selamat bapak n adik.. Semoga menjadi pemimpin yang amanah,2024-03-20T17:00:21.000Z,b'Congratulations father and sister. May you become a trustworthy leader',POSITIVE
mdz.albjr,@jokowi waw kami kaget 😮,2024-03-20T16:47:49.000Z,b'@jokowi wow we're shocked',POSITIVE
shintazany11,@zaraalfasipa  senang lah tuu😂,2024-03-20T16:35:42.000Z,b'@zaraalfasipa I'm happy,POSITIVE
el.banu,Pura pura  tidak  kaget,2024-03-20T16:06:24.000Z,b'Pretend you're not surprised',NEGATIVE
indahaulya__,Menyalaaaaa💙💙💙💙💙💙💙,2024-03-20T15:54:45.000Z,b'Lighting up',POSITIVE
ssugaryouth,@moehammadiqbal2,2024-03-20T15:38:02.000Z,b'@moehammadiqbal2',NEGATIVE
jangkar_quality,"Si anis mana ya ? S ganjar mana ya ? Saya sangat faham di batin masing masing mreka,pasti dendam dan suudzon berat 🤣",2024-03-20T16:58:07.000Z,"b'Where is the anise? Where is the reward? I understand very well that in each of them's hearts, there must be grudges and heavy insults.",NEGATIVE
renysabilaaa_,Alhamdullilah😍,2024-03-20T15:37:39.000Z,b'Alhamdulillah',POSITIVE
rrpswy,nan,2024-03-20T18:40:51.000Z,b'in',NEGATIVE
variobadut_,Anak abah sok suci padahal  tidak  tau apa apa  #imammahdikalahsamaprabowo,2024-03-20T18:39:06.000Z,b'My father's son pretends to be holy even though he doesn't know anything #imammahdikalahsamaprabowo',NEGATIVE
zella.mrtwi_,Haha menang cit pa oe @hilvanozah76,2024-03-20T17:44:39.000Z,b'Haha win cit pa oe @hilvanozah76',NEGATIVE
itu.palsu,@kerak_telor95,2024-03-20T16:35:19.000Z,b'@kerak_telor95',NEGATIVE
reywibys,"Cie masih ada  saja   yang  gabisa menerima kekalahan , udah kalah masih  saja  bawa bawa agama , bahkan menentukan masuk surga atau neraka , situ panitia akhirat bung ??? 🤣",2024-03-20T18:24:49.000Z,"Cie, there are still those who can accept defeat, even if they have lost, they still carry religion with them, and even decide whether to go to heaven or hell, there's the afterlife committee, bro??? '",NEGATIVE
yyuliaelyy,❤️❤️❤️,2024-03-20T17:05:11.000Z,b'',POSITIVE
helmiyanto12,01 03 sibuk latihan umpan silang dan umpan lambung,2024-03-20T16:49:19.000Z,b'01 03 busy practicing crosses and high passes',NEGATIVE
gunawan7._,Oke gas oke gasss ✌🏻 selamat untuk PRAGIB semoga Amanah 🤲🏻,2024-03-20T16:55:41.000Z,b'Okay gas okay gasss congratulations to PRAGIB hopefully Amanah',POSITIVE
_gniad484,"Ku kira emas hantaran , ternyata tahu isi , kukira dua putaran ternyata 2 provinsi🫣🔥 menyala jendral",2024-03-20T18:18:56.000Z,"b'I thought it was gold, but it turned out I knew what was in it, I thought two rounds turned out 2 provinces were on the general'",NEGATIVE
rifalafernando,Selamat  Bapak  semoga amanah🙏👍,2024-03-20T17:08:59.000Z,"b'Congratulations, father, hope you trust'",POSITIVE
dannybachtiardanny,Mana anak abah😂😂 nambah panas? Ehhhh.... kalah ya.. wkwkw puasss lo puassss ...kacian deh loo😂,2024-03-20T18:13:44.000Z,"b'Where does your child get hotter? Ehhhh.... you lost... wow, you're satisfied, you're satisfied... you're in trouble, loo'",NEGATIVE
randreas09,"Menang merayakan, kalah banyak bacot.",2024-03-20T17:37:34.000Z,"b'Winning celebrates, losing a lot of gossip.'",NEGATIVE
hendrapasadewa,Yg  tidak  trima prabowo jd presiden. Silahkan pindah ke rohingya bareng sama anis😂,2024-03-20T17:35:48.000Z,Those who don't accept Prabowo becoming president. Please move to Rohingya together with Anis',NEGATIVE
ka_fadli,Selamat 🔥🔥,2024-03-20T15:40:40.000Z,b'Congratulations',POSITIVE
robbi_alhkm,@arlan_ramadhan udah fixs ya  tidak  ada lagi yang protes🤭,2024-03-20T15:43:10.000Z,"b'@arlan_ramadhan it's fixed, no one is protesting anymore'",NEGATIVE
shaputra.denny,Menyala abangku🔥🔥🔥,2024-03-20T16:07:06.000Z,b'Ignite my brother',POSITIVE
athrr______,abah nangis di pojokan,2024-03-20T16:32:50.000Z,dad crying in the corner',NEGATIVE
shades_of_cool_2,nan,2024-03-20T16:55:12.000Z,b'in',NEGATIVE
azizah_widodo_,Selamat bapak dan mas Gibran❤️‍🔥,2024-03-20T17:29:00.000Z,Congratulations sir and mas Gibran',POSITIVE
abbyy.manyuu,Alhamdulillah,2024-03-20T16:53:27.000Z,Alhamdulillah,POSITIVE
bundanyaanisameyra,siap2 kaum kalah bakal memenuhi komentar😂😂😂😂,2024-03-20T17:34:47.000Z,b'get ready for the losers to fill in the comments',POSITIVE
inipin00yyy,"alhamdulilah, mantapsss ❤️‍🔥❤️‍🔥❤️‍🔥",2024-03-20T15:55:05.000Z,"Alhamdulilah, great",POSITIVE
joko_suryanto46,Menyala presidenku 🔥🔥🔥🔥🔥🫡🫡🫡,2024-03-20T16:42:20.000Z,b'Lighting up my president',POSITIVE
nursolechan_rk57,yang  lagi ngajuin hak angket gimana nasibnya 😂,2024-03-20T16:47:47.000Z,What is the fate of those who are still applying for the right to petition?,NEGATIVE
arif.lau,Selamat yah  Bapak  semoga amanah dan tuaikan janjinya,2024-03-20T15:48:37.000Z,"b'Congratulations, sir, I hope you will be trustworthy and fulfill your promise'",POSITIVE
nov_rmdhn08,🔥🔥🔥,2024-03-20T16:25:46.000Z,b'',POSITIVE
alif.s.mustaqim,"Uda yah ngak ada lgi abah-abahan, menang 2 provinsi ngarep 2 putaran🤣",2024-03-20T15:37:55.000Z,"Mum, there's no more fiddling around, winning 2 provinces will save you 2 rounds.'",NEGATIVE
diandione,Curang....,2024-03-20T15:43:04.000Z,b'Cheating....',NEGATIVE
rahmatullah1140,Udah ya main abah abah-an nya,2024-03-20T16:46:37.000Z,b'I've already played the harness',NEGATIVE
zefanyarmnv,"Ini mana yang katanya Imam Mahdi, lawan prabowo  saja  kalah, gimana lawan dajjal 😂",2024-03-20T16:50:54.000Z,"b'This is what Imam Mahdi said, even Prabowo's opponent will lose, how about fighting the Dajjal'",NEGATIVE
abadi_ase,"Selamat  Bapak  prabowo dan mas gibran atas kemenangannya😇harapan kami generasi muda sangat lah besar kepada  Bapak  prabowo dan mas gibran tolong didik kami dan bantu kami agar bisa jadi manusia yang berguna,selamat  Bapak  harapan kami ada pada kalian😇😇",2024-03-20T17:23:42.000Z,"b'Congratulations Mr Prabowo and Mas Gibran for their victory, our young generation's hopes are very great for Mr Prabowo and Mas Gibran, please educate us and help us to become useful human beings, congratulations sir, our hopes are with you'",POSITIVE
intannrmlasr_,Anjay bapak w menang,2024-03-20T16:38:08.000Z,b'Anjay sir w wins',POSITIVE
badar_umam933,"Masih ada Mk, biasa Allah SWT memberi pertolongan di detik-detik terakhir❤️",2024-03-20T16:48:14.000Z,"b'There is still Mk, usually Allah SWT gives help at the last second'",NEGATIVE
danianrr,aaaa bapak gemoyy🫶🏻🫶🏻🫶🏻🫶🏻,2024-03-20T16:43:30.000Z,b'aaaa bapak gemoyy',POSITIVE
rosidinm_k,Udah kerja kelompok 01&03 ko sama ajaa wwk,2024-03-20T16:43:10.000Z,b'I've already worked in group 01&03 and I'll do the same wwk',NEGATIVE
the.commen,nan,2024-03-20T17:16:11.000Z,b'in',NEGATIVE
luckyyandi,nan,2024-03-20T17:17:09.000Z,b'in',NEGATIVE
sndysrbkti,utututu kasihan anak abah sama 03 aaowkwowk ngetiknya jangan sambil nangis,2024-03-20T16:49:52.000Z,b'utututu I feel sorry for my father's child and 03 aaowkwowk don't type while crying',NEGATIVE
cslaads_,"Perseteruan belum usai,  pucuk dingin boss 😂",2024-03-20T17:15:24.000Z,"b'The feud isn't over yet, boss's cold shoot'",NEGATIVE
christinaaruan,@wawansiirastafara  tidak  sabar  menunggu  mreka dilantik,2024-03-20T15:58:47.000Z,b'@wawansiirastafara can't wait for them to be appointed',POSITIVE
shiynta_,"Alhamdulillah, Semoga Menjadi pemimpin Yang Amanah  Bapak  ❤️",2024-03-20T16:50:22.000Z,"b'Alhamdulillah, May you become a leader that you can trust'",POSITIVE
akhmadfakharufaizal_,Ya alhamdulillah  kalau  begitu 🙏,2024-03-20T15:55:02.000Z,"b'Yes, thank God then'",POSITIVE
ulik.asn,PEMILU CURANG,2024-03-20T17:12:44.000Z,CHEATING ELECTION',NEGATIVE
philocalistts,😍 bapak gua presiden juga 👏,2024-03-20T17:11:57.000Z,b' My father is also president',POSITIVE
ressmaall,Alhamdulillah kasi menyala kiii sendiri🔥,2024-03-20T15:48:59.000Z,"b'Alhamdulillah, I turned it on myself'",NEGATIVE
tonyluckyciputra,Selamat bapak Presiden @prabowo & Wakil Presiden @gibran_rakabuming,2024-03-20T16:54:55.000Z,b'Congratulations Mr President @prabowo & Vice President @gibran_rakabuming',POSITIVE
_rezzajangkung,Alhamdulillah outsourcing bisa tetap dapet gaji 13 ☺️,2024-03-20T16:56:28.000Z,Thank God outsourcing can still earn 13' salary,NEGATIVE
sopiandiiii,Besok ngebuburit 16:47 😂😂😂,2024-03-20T17:02:33.000Z,tomorrow ngabuburit 16:47 ',POSITIVE
putriauliarohma._,Semoga amanah,2024-03-20T16:51:23.000Z,b'May trust',POSITIVE
boztarra,"selamatt bapakk, semoga amanah ya pakk👏👏",2024-03-20T16:53:44.000Z,"Goodbye, I hope you trust me, sir.'",POSITIVE
guntaraagi_,Alhamdulillah 🔥🔥🔥,2024-03-20T16:53:28.000Z,Alhamdulillah,POSITIVE
febrywinardi33,Oke Gasss ✌,2024-03-20T16:56:50.000Z,b'Oke Gasss ',POSITIVE
agus_purnomo.id,Hiduplah Indonesia Raya 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,2024-03-20T16:17:27.000Z,b'Long live Great Indonesia',POSITIVE
yavieachmad96,😍,2024-03-20T16:59:13.000Z,b'',POSITIVE
ms.mernisisilia,Awwww❤❤,2024-03-20T16:54:16.000Z,b'Awwww',NEGATIVE
vaaarell,ALHAMDULILLAH!!!!!!!!!!!,2024-03-20T16:51:00.000Z,b'ALHAMDULILLAH!!!!!!!!!!!',POSITIVE
elsamayori.23,Alhamdulillah 💙💙💙,2024-03-20T16:52:48.000Z,Alhamdulillah,POSITIVE
arie.syahilendra,Akhirnya penantian 15 thn,2024-03-20T16:51:05.000Z,Finally waiting 15 years,POSITIVE
cicakejepit,Siap menanti rumusan kabinet indonesia berjoget,2024-03-20T16:50:22.000Z,b'Ready to wait for the formulation of the Indonesian cabinet to dance',NEGATIVE
nofialdiputra,"Selamat Untuk Bapak Prabowo, Semoga Sehat-sehat Terus dan menjabat full ya  Bapak . Kami tidak mau dipimpin dengan anak 0 pengetahuan seperti gibran. Sehat selalu ya  Bapak , Aamiin 😇",2024-03-20T16:48:47.000Z,"b'Congratulations to Mr Prabowo, I hope you continue to be healthy and serve full time, sir. We don't want to be led by children with 0 knowledge like Gibran. Always be healthy, Father, Aamiin'",POSITIVE
dwingga_prakasatama,Alhamdulillah.. makin seru  ini  sampe pelantikan.. bakal banyak yang lapor melapor😂,2024-03-20T16:48:05.000Z,Thank God.. this is getting more and more exciting until the inauguration.. there will be many people reporting.',POSITIVE
virginiachabelita,Hahahahahhaaaa💙,2024-03-20T16:50:03.000Z,b'Hahahahahhaaaa',POSITIVE
muhammadikif,Komentar dibatasi?,2024-03-20T16:45:53.000Z,Comments restricted?',NEGATIVE
cimonci_,"Akan menjadi sejarah di sekolah bahwa Poto yang ada di depan kalian adalah kekeluargaan ,menyala abangkuh 🔥🔥🔥🔥",2024-03-20T16:47:36.000Z,"b It will become history at school that the photo in front of you is family, lit up, bro'",POSITIVE
sijos.parjabjab,Selamat untuk Indonesia maju ❤️❤️,2024-03-20T16:36:37.000Z,b'Congratulations for Indonesia's progress',POSITIVE
ryanhara,"Suara ""penentu""",2024-03-20T16:50:12.000Z,"The ""decisive"" vote'",POSITIVE
dea.aidaaaaa,Meskipun terlambat selamat atas pernikahan mu naa hee doo😌,2024-03-20T16:45:07.000Z,"b'Even though it's late, congratulations on your wedding naa hee doo'",POSITIVE
ikhlasarie_,"Selamat bapak, semoga amanah yak",2024-03-20T16:48:56.000Z,"b'Congratulations father, I hope you trust me'",POSITIVE
dinugroho29,Semoga amanah nggih  Bapak  @prabowo  dan mas @gibran_rakabuming,2024-03-20T16:45:36.000Z,"b'May your trust continue, Mr @prabowo and mas @gibran_rakabuming'",POSITIVE
matngrf,Alhandulillah  Bapak 😍,2024-03-20T16:48:49.000Z,b'Thank God Father',POSITIVE
febriarnova_,Anak abahh mana suaraaanyaa 😂,2024-03-20T16:44:35.000Z,b'Dad's son where's his voice,POSITIVE
madee_pakpahan,Selamat bertugas  Bapak  @prabowo capt @gibran_rakabuming,2024-03-20T16:40:40.000Z,b'Happy work Mr @prabowo capt @gibran_rakabuming',POSITIVE
r4nt4u_87,"Yg di fitnah sana sini & di jelek""an dlam kampanye paslon lain akhirnya menang 🤘🤘✌️✌️✌️✌️✌️ salam dri jatim✌️",2024-03-20T16:39:55.000Z,Those who were slandered here and there and ugly in other paslon campaigns finally won greetings from the East Coast.,POSITIVE
muhammadsfyn19,Akhirnya keinginan  Bapak  prabowo tercapai 😄,2024-03-20T16:48:42.000Z,b'Finally Mr Prabowo's wish has been achieved',POSITIVE
cenk.alwie02,Pasti ada yang iri,2024-03-20T16:47:04.000Z,b'There must be someone who is jealous',NEGATIVE
prayogyar_,Alhamdulillah,2024-03-20T16:48:25.000Z,Alhamdulillah,POSITIVE
fattahravito_fatoae,Akhirnyaaa selesai jugaa👏👏👏,2024-03-20T16:48:21.000Z,Finally finished',POSITIVE
auliarama10,"Yang menang joget, yang kalah panas panasan depan KPU 🙌",2024-03-20T16:42:43.000Z,"b'Who wins the dance, who loses the heat in front of the KPU'",NEGATIVE
vinapritamiong,❤️❤️🔥,2024-03-20T16:47:55.000Z,b'',POSITIVE
feelhighsohigh,Kamu percaya suara saya segitu?,2024-03-20T16:44:23.000Z,Do you believe my voice that much?',NEGATIVE
__ismaaaaah,Waaahhh kaget aku..,2024-03-20T16:43:34.000Z,b'Waaahhh I'm shocked..',POSITIVE
sary.dww,"Masyaallah, selamat bapak, semoga jadi pemimpin yang amanah💐💗",2024-03-20T16:46:51.000Z,"b'Masyaallah, congratulations father, may you be a trustworthy leader'",POSITIVE
indromen_,Kelaaaaassss,2024-03-20T16:47:01.000Z,b'Kelaaaaassss',POSITIVE
alfarizidhika,Semoga amanah bapak & mas 🤝🏼,2024-03-20T16:42:06.000Z,"b'Hopefully you can trust me, sir & sir'",POSITIVE
indraharaphap,Selamat KpU pemenangnya😂,2024-03-20T16:43:56.000Z,b'Congratulations KpU for the winner',NEGATIVE
mdwicahyonno,Buat 01 dan 03 dipersilahkan duduk berisila bareng. Minum amer biar  tidak  pusing😂,2024-03-20T16:40:23.000Z,"b'For 01 and 03, please sit together. Drink amer so you don't get dizzy'",NEGATIVE
asmanvalentino_,Tym selalu kedua pemimpin negara ini agar dapat menjalankan tugas sesuai dg Visi dan misi  yang  baik🤟,2024-03-20T16:46:16.000Z,b Tym is always the two leaders of this country so that they can carry out their duties in accordance with the good vision and mission',POSITIVE
diyahnisa11,MasyaAllah Tabarokallah selamat  Bapak  @prabowo dan mas @gibran_rakabuming semoga amanah👏🏻🥳,2024-03-20T16:42:02.000Z,b'MasyaAllah Tabarokallah congratulations Mr @prabowo and mas @gibran_rakabuming may you be trustworthy',POSITIVE
haii.iz_,Semoga amanah bapak @prabowo dan mas @gibran_rakabuming,2024-03-20T16:45:31.000Z,b'Hopefully the trust of Mr @prabowo and mas @gibran_rakabuming',POSITIVE
alfan_sinurat,Wkw,2024-03-20T16:44:47.000Z,b'Wkw',POSITIVE
ariiqq_17,Alhamdulillah Dekengane Pusat menang ❤️‍🔥 wonge teko😎,2024-03-20T16:45:14.000Z,b'Alhamdulillah Dekengane Pusat won wonge keko',POSITIVE
nickitaaaaf,Alhamdulillah alaa kulli hal🤍🌷,2024-03-20T16:44:10.000Z,Alhamdulillah ala kulli hal',POSITIVE
hardian_1125,Belum berakhir sampe terbukti  pemilihan umum  ini bersih adil jujur beradab dan beretika,2024-03-20T16:45:02.000Z,"It's not over until it is proven that this general election was clean, fair, honest, civilized and ethical'",POSITIVE
